,No,Tanggal,Keterangan JKB,Sumber Informasi,Waktu Informasi,Alamat Kejadian, RT , RW ,Kelurahan,Kecamatan,Wilayah,Objek Kejadian Awal,Kode Objek Bencana,Kategori Objek Bencana,Objek Kejadian Lainnya,Kode Objek Bencana Lainnya,Kategori Objek Bencana Lainnya,ID Bang,Jenis Bangunan,ID Sebab,Sebab Kejadian,Keterangan Sebab Kejadian,Waktu Respon,Menit Respon,JUMLAH UNIT,JUMLAH SDM,Lama Operasi -  Hari,Lama Operasi - Jam,Lama Operasi -  Menit,Luas Area Kejadian,Petugas Mati,Petugas  Luka,Masyarakat Mati,Masyarakat Luka,Objek BP,Objek BUP,Objek BI,Objek KD,Objek LN,Jumlah KK,Jumlah Jiwa, Taksiran Kerugian ,Kronologis Kejadian,Keterangan
,429,21/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,13:45,Jl. Puri Indah,,,Kembangan Utara,Kembangan, Kota Administrasi Jakarta Barat,Mobil Terbakar,KD,Kendaraan,,,,,,LS,Listrik,Konsleting Accu,13:50,00:05,1,4,0,1,9,, - , - , - , - , - , - , - , 1 , - ,0,0," 120,000,000 ","Diduga adanya konsleting pada kabel accu, menimbulkan percikan api dan menyambar carburator hingga terbakar",Mobil Suzuki Carry H 8863 NL (Bpk. Yudi)
,430,21/Januari/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,08:30,Bukit Duri,, 1  & 10 ,Bukit Duri,Tebet, Kota Administrasi Jakarta Selatan,Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:30,00:00,6,25,0,8,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,431,21/Januari/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,10:00,Jl. Boulevard Kelapa Gading,,,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara,Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,10:05,00:05,3,18,0,5,0,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,432,21/Januari/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,09:00,Jl. Ekor Kuning Gg. 14 , 5 , 4 ,penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Evakuasi Korban Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,09:10,00:10,3,18,0,6,0,, - , - , - , - , - , - , - , - , 1 ,0,2, - ,Evakuasi Korban Banjir,Evakuasi Keluarga
,433,21/Januari/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,09:00,Jl. Lodan Kp. Bandan,, 4 ,Ancol,Pademangan, Kota Administrasi Jakarta Utara,Banjir,Ln,Lain-Lain,,,,,,LN,Lain,Banjir,13:10,04:10,2,12,0,7,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,434,21/Januari/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,08:00,Jl. Perintis Kelapa Gading,,,Kelapa Gading Barat,Kelapa Gading, Kota Administrasi Jakarta Utara,Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:05,00:05,3,18,0,1,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,435,21/Januari/2013  (Senin),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,09:00,Jl. Pluit Sakti Raya No 42,,,penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Evakuasi Korban Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,09:10,00:10,3,18,0,5,0,, - , - , - , - , - , - , - , - , 1 ,0,3, - ,Evakuasi Korban Banjir,Evakuasi Keluarga
,436,22/Januari/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,19:30,Jl. Budi Mulya, 8 , 16 ,Pademangan Barat,Pademangan, Kota Administrasi Jakarta Utara,Mobil Suzuki Apv,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek,19:35,00:05,1,5,0,0,30,, - , - , - , - , - , - , - , 1 , - ,0,0," 75,000,000 ","Hubungan singkat pada kabel dinamo stater, timbul api sehingga mobil terbakar",APV B 1729 ZL
,437,22/Januari/2013  (Selasa),Bencana Kebakaran,Masyarakat,03:50,Jl. Lancar, 7 , 7 ,Sumur Batu,Kemayoran, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,03:55,00:05,7,30,0,0,20,120, - , - , - , - , 1 , - , - , - , - ,4,10," 20,000,000 ",Diduga terjadi arus pendek listrik di atas plapon sehingga terjadi kebakaran,Pemilik rumah : Bpk. Pramono
,438,22/Januari/2013  (Selasa),Bencana Kebakaran,Masyarakat,17:05,Jl. Raya Kwitang,,,Kwitang ,Senen, Kota Administrasi Jakarta Pusat,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Bakaran Sampah,17:15,00:10,6,30,0,0,40,24, - , - , - , - , - , - , - , - , 1 ,0,0, - ,"Sampah sengaja di bakar masyarakat, api membesar sehingga sampah terbakar dan membahayakan",
,439,22/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,09:25,Jl. Al Makmur, 5 , 8 ,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,Kebersihan Lingkungan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,09:30,00:05,1,5,0,6,4,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lokasi banjir akibat banjir,
,440,22/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,09:30,Jl. Kemuning Dalam, 11 , 6 ,Pejaten Timur,Pasar Minggu, Kota Administrasi Jakarta Selatan,Sampah,LN,Lain-Lain,,,,,,LN,Lain,Banjir,09:30,00:00,1,5,0,6,0,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lokasi banjir akibat banjir,
,441,22/Januari/2013  (Selasa),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:00,Jl. Puit Raya (Apartemen Laguna) & PLTU Muara Karang,,,Pluit,Penjaringan, Kota Administrasi Jakarta Utara,Evakuasi Korban Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,13:10,00:10,5,20,0,7,0,, - , - , 1 , - , - , - , - , - , 3 ,0,1, - ,Evakuasi Korban Banjir,Membantu memakamkan bayi yang meninggal terjebak banjir
,442,22/Januari/2013  (Selasa),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:10,Jl. Raya Gaya Motor,,,Kebon Bawang,Tanjung Priok, Kota Administrasi Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Angin Kencang,13:17,00:07,1,5,0,0,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Angin kencang mengakibatkan satu pohon tumbang,
,443,23/Januari/2013  (Rabu),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,10:00,"Jl. Komp. Kencana Permai III, Pondok Indah", 5 , 15 ,Pondok Pinang,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Evakuasi Korban,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi korban jantung,10:10,00:10,3,15,0,0,15,, - , - , 1 , - , - , - , - , - , - ,0,1, - ,"Diduga akibat jantung, korban terjatuh dari pohon rambutan, kemudian terjatuh dan tersangkut di lantai 3 kediaman nya.",
,444,23/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,22:10,Jl. Jatinegara Barat ,,,Kampung Mester/Melayu,Jatinegara, Kota Administrasi Jakarta Timur,Lampu penerangan jalan,LN,Lain-Lain,,,,,,LS,Listrik,Arus Pendek,22:16,00:06,1,5,0,0,10,, - , - , - , - , - , - , - , - , 1 ,0,0," 500,000 ","Akibat konsleting listrik, menyebabkan terbakarnya lampu penerangan jalan umum.",
,445,23/Januari/2013  (Rabu),Bencana Kebakaran,Petugas Pemadam,19:10,Jl. Jembatan Tinggi, 16 , 9 ,Kebon Kacang ,Tanah Abang, Kota Administrasi Jakarta Pusat,Kompor Warung,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,KP,Kompor,Kompor,19:14,00:04,31,157,0,2,20,"1,000", - , - , - , - , - , 30 , - , - , - ,0,0," 500,000,000 ","Diduga akibat kompor warung nasi tegal, api menyambar bahan yang mudah terbakar dan api membesar. Sehingga membakar bangunan di sekitar nya.",
,446,24/Januari/2013  (Kamis),Bencana Kebakaran,Masyarakat,02:25,Jl. Lempuk B Raya, 8 , 13 ,Pejagalan,Penjaringan, Kota Administrasi Jakarta Utara,Lilin,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LN,Lain,Lilin,02:30,00:05,16,66,0,2,5,"1,000", - , - , - , - , - , - , - , - , - ,20,100," 200,000,000 ","Diduga akibat lilin yang terjatuh ke atas kasur, kemudian membakar kasur tersebut. Api membesar sehingga membakar bangunan tersebut dan bangunan disekitar nya.",
,447,24/Januari/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,10:00,Jl.Garuda, - , - ,Kemayoran ,Kemayoran, Kota Administrasi Jakarta Pusat,Evakuasi Korban,LN,Lain-Lain,,,,,,LN,Lain,Genangan Air,10:15,00:15,6,20,1,6,1440,, - , - , - , - , - , - , - , 2 , - ,0,0, - ,"Penyedotan Air yang menggenangi Under Pass Kemayoran, terdapat 2 unit mobil yang terjebak dalam genangan tersebut",
,448,24/Januari/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,09:25,Kantor Kelurahan , 12 , 16 ,Kampung Mester/Melayu,Jatinegara, Kota Administrasi Jakarta Timur,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,09:30,00:05,1,5,0,6,4,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,449,24/Januari/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,07:10,Tanjung Banyang, - , - ,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,07:15,00:05,1,5,0,7,20,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,450,24/Januari/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,07:10,Jl. Batu Raja ( Plaza UOB Buana ), - , - ,Kebon Melati ,Tanah Abang, Kota Administrasi Jakarta Pusat,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,07:15,00:05,3,15,0,7,20,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Kebersihan Pasca Banjir,
,451,24/Januari/2013  (Kamis),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,07:10,Jl. Landas Pacu Barat, - , - ,Gunung Sahari Utara ,Sawah Besar, Kota Administrasi Jakarta Pusat,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,07:15,00:05,3,15,0,7,20,, - , - , - , - , - , - , - , 2 , - ,0,0, - ,Penyedotan genangan air di jalur fly over Kemayoran,
,452,25/Januari/2013  (Jumat),Bencana Kebakaran,Masyarakat,08:35,Jl. Kamal Muara, 7 , 1 ,Kamal Muara,Penjaringan, Kota Administrasi Jakarta Utara,Gudang Furniture,BI,Bangunan Industri,,,,BM,Bangunan Menengah,LS,Listrik,Konsleting Listrik,09:00,00:25,22,110,0,10,55,"1,280", - , - , - , - , - , - , 1 , - , - ,0,0," 1,000,000,000 ","Konsleting Listrik saat listrik meyala, api membesar sehingga terjadi kebakaran",
,453,25/Januari/2013  (Jumat),Bencana Kebakaran,Masyarakat,12:55,Jl. Garuda Tengah N0.66-68, 1 , 17 ,Kemayoran ,Kemayoran, Kota Administrasi Jakarta Pusat,Rumah Tinggal,BP,Bangunan Perumahan,Rumah Tinggal,BP,Bangunan Perumahan,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,13:03,00:08,16,64,0,1,5,120, - , - , - , - , 2 , - , - , - , - ,1,5," 50,000,000 ","Hubungan arus pendek pada plafon, api membesar sehingga terjadi kebakaran",
,454,26/Januari/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,08:00,Komp. Zeni, 4 , 3 ,Kalibata,Pancoran, Kota Administrasi Jakarta Selatan,"Bersih2, pasca banjir",LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,Genangan Air,08:05,00:05,1,5,0,4,50,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,455,26/Januari/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,08:00,Jl. Kebon baru,,,Kebon Baru,Tebet, Kota Administrasi Jakarta Selatan,"Bersih2, pasca banjir",LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,Genangan Air,08:05,00:05,1,5,0,10,0,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,456,26/Januari/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,17:30,Jl. Kebon Tebu, 18 , 17 ,penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,"Bersih2, pasca banjir",LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,Genangan Air,18:00,00:30,14,70,0,8,30,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,457,27/Januari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),,09:00,Jl. Batu Raja ( Plaza UOB Buana ),,,Kebon Melati ,Tanah Abang, Kota Administrasi Jakarta Pusat,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Genangan Air,09:05,00:05,6,30,-1,17,-1440,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,458,27/Januari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,07:00,Jl. Pluit Samudra - Jl. Pluit Selatan,,,Pluit,Penjaringan, Kota Administrasi Jakarta Utara,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,07:10,00:10,3,15,0,8,0,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,459,27/Januari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,15:00,Kantor Kelurahan Penjaringan,,,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Genangan Air,15:05,00:05,2,10,0,4,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,460,27/Januari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,10:00,Masjid Luar Batang,,,Penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Genangan Air,10:05,00:05,8,40,0,5,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,461,27/Januari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,09:30,"Jl. Kedaung Kaliangke, Asrama Polri",,,Kedaung Kali Angke,Cengkareng, Kota Administrasi Jakarta Barat,Kebersihan Pasca Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,09:35,00:05,1,8,0,6,30,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Pembersihan lingkungan pasca banjir.,
,462,28/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,02:15,Jl. Budi, 1 , 8 ,Cawang,Kramat Jati, Kota Administrasi Jakarta Timur,Rumah Tinggal,LN,Lain-Lain,,,,BR,Bangunan Rendah,LN,Lain,Lilin,02:20,00:05,15,75,0,1,25,160, - , - , 1 , - , 1 , - , - , - , - ,1,3," 400,000,000 ","Lilin yang ditaruh di atas meja, jatuh mengenai kasur dan terbakar",
,463,28/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,13:00,Jl. Manggarai Utara II,,,Manggarai ,Tebet, Kota Administrasi Jakarta Selatan,Bengkel Motor,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek,13:05,00:05,1,5,0,0,15,12, - , - , - , - , - , 1 , - , - , - ,0,0," 60,000,000 ","Akibat konsleting listrik, menyebabkan terbakarnya sebagian bengkel terbakar.",
,464,28/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,22:00,Jl. Bungur Besar Gg. XX, 12 , 2 ,Bungur ,Senen, Kota Administrasi Jakarta Pusat,Cerobong PT Remanta,LN,Lain-Lain,,,,,,LN,Lain,Cerobong Panas,22:05,00:05,5,25,0,0,35,6, - , - , - , - , - , - , - , - , 1 ,0,0," 5,000,000 ",Cerobong Terlalu Panas sehingga cerobong terbakar,
,465,28/Januari/2013  (Senin),Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:55,Jl. Raden Iten,,,Duren Sawit,Duren Sawit, Kota Administrasi Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras dan Angin kencang,14:00,00:05,1,5,0,0,35,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Akibat hujan deras disertai angin kencang sehingga satu pohon tumbang,
,466,28/Januari/2013  (Senin),Bencana Kebakaran,Masyarakat,18:50,Jl. Jelambar  Timur No.21, 8 , 6 ,Jelambar Baru,Grogol Petamburan, Kota Administrasi Jakarta Barat,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,18:55,00:05,11,44,0,0,35,12, - , - , - , - , 1 , - , - , - , - ,1,3," 10,000,000 ","Hubungan singkat pada kabel kipas angin, menyambar dinding triplek, api membesar sehingga terjadi kebakaran",
,467,29/Januari/2013  (Selasa),Bencana Kebakaran,Petugas Instansi Lain,20:00,Jln. Laksamana Raya No. 13, 11 , 4 ,Bambu Apus,Cipayung, Kota Administrasi Jakarta Timur,Saluran Air,LN,Lain-Lain,,,,,,LN,Lain,Bensin tumpah,20:06,00:06,2,10,0,0,15,5, - , - , - , - , - , - , - , - , - ,0,0, - ,"Akibat bensin tumpah ke saluran air dan diduga ada yang membuang puntung rokok, tiba-tiba api menyala dan membesar",
,468,29/Januari/2013  (Selasa),Bencana Kebakaran,Petugas Pemadam,22:00,Jln. Cideng Barat, 14 , 15 ,Cideng,Gambir, Kota Administrasi Jakarta Pusat,Pertokoan,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,22:04,00:04,11,77,0,0,37,4, - , - , - , - , - , - , - , - , - ,0,0," 20,000,000 ","Diduga terjadi konsleting pada lampu papan reklame, sehingga menyebabkan kebakaran",
,469,29/Januari/2013  (Selasa),Bencana Kebakaran,Masyarakat,22:50,Jl. Komplek Sekneg Blok E II, 1 , 6 ,Grogol Selatan,Kebayoran Lama, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,22:56,00:06,4,20,0,0,20,12, - , - , - , - , - , - , - , - , - ,1,7," 10,000,000 ","Akibat konsleting listrik pada stop kontak, api menyambar bahan mudah terbakar dan sebagian ruangan",
,470,30/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,05:10,Jl. Srengseng Sawah No. 1, 10 , 6 ,Srengseng Sawah,Jagakarsa, Kota Administrasi Jakarta Selatan,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,05:15,00:05,1,5,0,0,10,, - , - , - , - , - , - , - , - , - ,0,0," 500,000 ","Akibat konsleting listrik pada dispenser, sehingga membakar dispenser tersebut",
,471,30/Januari/2013  (Rabu),Bencana Kebakaran,Masyarakat,23:00,Jl. Raya Senen No. 135 - 137,,,Bungur ,Senen, Kota Administrasi Jakarta Pusat,Gedung,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LS,Listrik,Konsleting Listrik,23:10,00:10,18,75,0,2,0,40, - , - , - , - , - , 1 , - , - , - ,0,0," 10,000,000 ",Diduga dari hubungan singkat arus listrik di ruangan SAUNA sehingga membesar dan membakar sebagian ruangan,
,472,30/Januari/2013  (Rabu),Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,07:10,Jl. Batu Raja ( Plaza UOB Buana ),,,Kebon Melati ,Tanah Abang, Kota Administrasi Jakarta Pusat,Gedung,BU,Bangunan Umum dan Perdagangan,,,,BT,Bangunan Tinggi,LN,Lain,,07:15,00:05,2,0,1,4,1490,, - , - , - , - , - , - , - , - , 1 ,0,0, - ,Paska Banjir,
,473,31/Januari/2013  (Kamis),Bencana Kebakaran,Masyarakat,02:53,Jl. Kalisari, 2 , 3 ,Kalisari,Pasar Rebo, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,03:00,00:07,4,19,0,0,32,50, - , - , - , - , 1 , - , - , - , - ,1,2," 20,000,000 ",Diduga dari hubungan arus pendek listrik pada kabel menimbulkan percika api dan menyambar bahan mudah terbakar sehingga membesar,
,474,31/Januari/2013  (Kamis),Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat,08:00,Jl. Gatot Subroto Lingkar TVRI,,,Karet Tengsin,Tanah Abang, Kota Administrasi Jakarta Pusat,Orang Bunuh Diri,LN,Lain-Lain,,,,,,LN,Lain,Bunuh diri,08:10,00:10,4,17,0,5,0,, - , - , - , - , - , - , - , - , 1 ,0,1, - ,Evakuasi Bp. Agustinus naik tower sutet,Belum Turun
,475,01/Februari/2013  (Jumat),Bencana Kebakaran,Masyarakat,04:20,Jl. Rajawali, 1 , 2 ,Meruya Selatan,Kembangan, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konlseting Listrik,04:25,00:05,12,53,0,1,40,48, - , - , - , - , 1 , - , - , - , - ,4,11," 100,000,000 ","Diduga akibat konsleting listrik pada plafon, api membesar sehingga terjadi kebakaran",
,476,01/Februari/2013  (Jumat),Bencana Kebakaran,Masyarakat,04:40,Perum Citra Garden, 1 , 19 ,Kalideres,Kalideres, Kota Administrasi Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,04:45,00:05,19,88,0,1,50,150, - , - , - , - , 4 , - , - , - , - ,1,5," 150,000,000 ","Diduga akibat konsleting listrik pada plafon, api membesar sehingga terjadi kebakaran",
,477,01/Februari/2013  (Jumat),Bencana Kebakaran,Masyarakat,10:15,Jl. Raya Ceger, 5 , 3 ,Tangerang,Tangerang,Kota Tangerang,Rumah Kontrakan,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konsleting Listrik,10:21,00:06,1,5,0,0,36,48, - , - , - , - , 1 ,,,,,1,6," 90,000,000 ","Diduga akibat arus pendek yang terjadi pada stop kontak, kemudian api menyambar bahan yang mudah terbakar. Kemudian api membesar.",
,478,02/Februari/2013  (Sabtu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,08:30,Plaza UOB,,,Kebon Melati ,Tanah Abang, Kota Administrasi Jakarta Pusat,Banjir,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:35,00:05,2,10,0,2,29,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pasca Banjir,
,479,03/Februari/2013  (Minggu),Bencana Kebakaran,Masyarakat,15:00,Jl. Merpati, 5 , 6 ,Kampung Tengah,Kramat Jati, Kota Administrasi Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Konlseting Listrik,15:05,00:05,8,40,0,0,35,24, - , - , - , - , 1 , - , - , - , - ,1,5," 20,000,000 ","Hubungan singkat pada kabel pompa air, timbul api menyambar dinding triplek sehingga terjadi kebakaran",
,480,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Instansi Lain,16:25,Jl. Bintaro Raya,,,Bintaro,Pesanggrahan, Kota Administrasi Jakarta Selatan,Evakuasi Orang Tenggelam,LN,Lain-Lain,,,,,,LN,Lain,Terpeleset,16:30,00:05,5,12,0,4,30,, - , - , 1 , - , - , - , - , - , - ,0,0, - ,Seorang pemulung terpeleset ke sungai terbawa arus,"Korban Belum Ditemukan. Pada hari Senin tgl 04 Feb 2013 Jam 12:50 sudah diketemukan dalam keadaan meninggal dunia. (Suwandi, 25Th/ Piket Jaga kompi C)"
,481,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,07:30,Jl. Cipinang Muara 3,,,Klender,Duren Sawit, Kota Administrasi Jakarta Timur,Pembersihan,LN,Lain-Lain,,,,,,LN,Lain,Banjir,07:35,00:05,2,10,0,2,30,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan pasca banjir,
,482,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,08:25,Jl. Cililitan,, 7 ,Cililitan,Kramat Jati, Kota Administrasi Jakarta Timur,Pembersihan,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:30,00:05,1,3,0,5,4,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan pasca banjir,
,483,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,08:25,Jl. Perintis Kemerdekaan,5 s/d 9, 2 ,Pulogadung,Pulogadung, Kota Administrasi Jakarta Timur,Pembersihan,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:30,00:05,2,10,0,2,55,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan pasca banjir,
,484,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,08:00,Jl. Penjaringan,, 7 s/d 12 ,penjaringan,Penjaringan, Kota Administrasi Jakarta Utara,Pembersihan,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:05,00:05,3,15,0,3,30,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan pasca banjir,
,485,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,08:00,Jl. Terusan Lagoa,, 2 & 3 ,Lagoa,Koja, Kota Administrasi Jakarta Utara,Pembersihan,LN,Lain-Lain,,,,,,LN,Lain,Banjir,08:05,00:05,4,25,0,3,30,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan pasca banjir,
,486,03/Februari/2013  (Minggu),Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,10:10,Jl. S. Parman,,,Grogol,Grogol Petamburan, Kota Administrasi Jakarta Barat,Pembersihan,LN,Lain-Lain,,,,,,LN,Lain,Banjir,10:15,00:05,4,20,0,3,5,, - , - , - , - , - , - , - , - , - ,0,0, - ,Pembersihan pasca banjir,
