no,tanggal,keterangan_jkb,sumber_informasi,waktu_informasi,alamat_kejadian,rt,rw,kelurahan,kecamatan,wilayah,objek_kejadian_awal,kode_objek_bencana,kategori_objek_bencana,objek_kejadian_lainnya,kode_objek_bencana_lainnya,kategori_objek_bencana_lainnya,id_bangunan,jenis_bangunan,id_sebab,sebab_kejadian,keterangan_sebab_kejadian,waktu_respon,menit_respon,jumlah_unit,jumlah_sdm,lama_operasi_hari,lama_operasi_jam,lama_operasi_menit,luas_area_kejadian,petugas_mati,petugas_luka,masyarakat_mati,masyarakat_luka,objek_bp,objek_bup,objek_bi,objek_kd,objek_ln,jumlah_kk,jumlah_jiwa,taksiran_kerugian,kronologis_kejadian,keterangan
33,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:40,Jl. Enggano,,,Tanjung Priok,Tanjung Priok,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:45,5,1,5,0,0,50,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
34,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:20,Jl. Gunung Sahari,,,Bungur,Senen,Jakarta Pusat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:25,5,2,10,0,2,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
35,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:22,Jl. Kamal Raya,,,Cengkareng Timur,Cengkareng,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:27,5,1,5,0,1,18,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
36,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:25,Jl. Kembangan Utara,2,10,Kembangan Utara,Kembangan,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:30,5,1,5,0,1,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,Pohon menimpa rumah Bp. Sairin
37,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:30,Jl. Kembangan Utara,2,9,Kembangan Utara,Kembangan,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:35,5,1,5,0,1,5,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
38,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:55,Jl. Makam Wijaya Kusuma,,,Wijaya Kusuma,Grogol Petamburan,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:00,5,1,5,0,2,20,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
39,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,16:25,Jl. Mawar Luar,,,Tugu Utara,Koja,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,16:30,5,1,5,0,0,55,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
40,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:35,Jl. Menceng Raya,,,Cengkareng Timur,Cengkareng,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:40,5,1,5,0,1,25,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,Pohon Menimpa rumah Warga
41,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:35,Jl. Menceng Raya,,14,Cengkareng Timur,Cengkareng,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:40,5,1,5,0,0,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
42,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Pemadam,17:10,Jl. MT. Haryono,,,Cawang,Kramat Jati,Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,17:15,5,1,5,0,0,20,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
43,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:05,Jl. Nirwana,,,Cengkareng Timur,Cengkareng,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:10,5,1,5,0,1,55,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
44,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:30,Jl. Pahlawan Revolusi,3,4,Klender,Duren Sawit,Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:40,10,2,10,0,2,0,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
45,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,18:20,Jl. Palmerah,7,7,Palmerah,Palmerah,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,18:30,10,2,10,0,4,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
46,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:10,Jl. Panjang,,,Kedoya Utara,Kebun Jeruk,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:15,5,2,10,0,2,20,,0,0,1,0,-,-,-,2,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,"Menimpa pengendara motor, 1 orang meninggal dan 1 unit mobil"
47,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:35,Jl. Pasar Baru,,,Pasar Baru,Sawah Besar,Jakarta Pusat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:41,6,1,5,0,2,20,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
48,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:55,Jl. Peta Barat,5,3,Kalideres,Kalideres,Jakarta Barat,Tiang telp. Runtuh,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:00,5,1,5,0,1,5,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin kencang mengakibatkan tiang telp. Roboh,
49,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:45,Jl. Peternakan,,,Cengkareng Timur,Cengkareng,Jakarta Barat,Kabel PLN Putus,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:50,5,1,5,0,1,25,,0,0,0,0,-,-,-,-,1,0,0,NA,"Angin kencang mengakibatkan tiang listrik roboh, kabel PLN terputus",
50,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:40,Jl. Podomoro,,,Sunter Agung,Tanjung Priok,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,13:45,5,1,5,0,0,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
51,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:45,Jl. Podomoro (samping POS),,,Sunter Agung,Tanjung Priok,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:50,5,1,5,0,0,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
52,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,14:40,Jl. Raya Joglo,2,5,Kembangan Utara,Kembangan,Jakarta Barat,Kabel PLN Putus,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:45,5,1,5,0,1,20,,0,0,0,0,-,-,-,-,1,0,0,NA,"Angin kencang mengakibatkan tiang listrik roboh, kabel PLN terputus",
53,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:15,Jl. Raya Pasar Jum'at,,,Pondok Pinang,Kebayoran Lama,Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:20,5,1,5,0,0,45,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
54,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:55,Jl. Raya Teluk Gong,,,Penjaringan,Penjaringan,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:00,5,1,5,0,0,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
55,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,17:05,Jl. Raya Tugu,,,Tugu Utara,Koja,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,17:10,5,1,5,0,0,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
56,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,13:55,Jl. Ring Road Taman Semanan,,,Semanan,Kalideres,Jakarta Barat,Baliho Roboh,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:00,5,3,15,0,3,5,,0,0,2,0,-,-,-,1,-,0,0,NA,Angin Kencang menyebabkan Baliho Roboh menimpa warga,"Korban Ricky 30 Th, Hardika 25 Th"
57,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:20,Jl. Singsingamangaraja,,,Gunung,Kebayoran Baru,Jakarta Selatan,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:26,6,1,5,0,0,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
58,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,15:45,Jl. Sunter Agung,,,Sunter Agung,Tanjung Priok,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,15:50,5,1,5,0,0,45,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
59,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,17:15,Jl. Warakas III,,,Kebon Bawang,Tanjung Priok,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,17:20,5,1,5,0,0,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
60,1/10/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,16:25,Jl. Yos Sudarso,,,Rawa Badak Utara,Koja,Jakarta Utara,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,16:30,5,1,5,0,0,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
61,1/11/2013,Bencana Kebakaran,Masyarakat,9:17,Jl. Karang Anyar No. 10,2,5,Karang Anyar,Sawah Besar,Jakarta Pusat,Rumah Tinggal,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,9:21,4,13,60,0,0,20,2,0,0,0,0,-,-,-,-,1,0,0,150000,"Diduga akibat arus pendek pada kabel di ruangan dapur, sehingga menyebabkan kebakaran.",
62,1/11/2013,Bencana Kebakaran,Petugas Instansi Lain,21:27,Jl. Ponjol,9,9,Susukan,Ciracas,Jakarta Timur,Panel Listrik,LN,Lain-Lain,,LN,Lain-Lain,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,21:30,3,1,5,0,0,13,,0,0,0,0,-,-,-,-,1,0,0,200000,"Diduga akibat arus pendek yang terjadi pada panel, kemudian menjalar. Tetapi bisa di padamkan dengan menggunakan 2 buah apar.",
63,1/11/2013,Bencana Kebakaran,Petugas Instansi Lain,22:35,Jl. Raya Bekasi Timur,,,Cipinang Besar Utara,Jatinegara,Jakarta Timur,Lapas Cipinang,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,22:42,7,10,50,0,0,55,240,0,0,0,0,-,1,-,-,-,0,0,480000000,"Diduga akibat arus pendek yang terjadi pada AC, sehingga menimbulkan kebakaran pada Gereja Les Hadai LP Cipinang.",
64,1/11/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,17:50,Jl. Basmol,6,6,Kembangan Utara,Kembangan,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,17:52,2,1,6,0,1,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
65,1/11/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,8:45,Jl. Kamboja,1,10,Jati Pulo,Palmerah,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,8:47,2,2,10,0,0,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
66,1/11/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Petugas Instansi Lain,14:30,Jl. Palmerah Barat,7,7,Slipi,Palmerah,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,14:32,2,1,6,0,2,45,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
67,1/12/2013,Bencana Kebakaran,Masyarakat,1:00,Jl. Nirmala No. 37,5,2,Cengkareng Barat,Cengkareng,Jakarta Barat,Kabel Telkom,LN,Lain-Lain,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,1:05,5,1,5,0,0,20,,0,0,0,0,-,-,-,-,1,0,0,10000000,Diduga akibat arus pendek yang terjadi pada kabel udara telkom.,
68,1/12/2013,Bencana Kebakaran,Alarm Kota,8:40,Jl. Pengadegan Timur,,,Kalibata,Pancoran,Jakarta Selatan,Rumah Tinggal,BU,Bangunan Umum dan Perdagangan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,8:45,5,1,5,0,0,11,7.5,0,0,0,0,-,1,-,-,-,1,2,5000000,Diduga hubungan arus pendek listrik di atas plapon hingga terjadi kebakaran,
69,1/12/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,22:50,Jl. Cibubur,,,Cibubur,Ciracas,Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,22:55,5,1,5,0,0,55,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
70,1/12/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Petugas Instansi Lain,22:15,Jl. Raya PKP,,,Ciracas,Ciracas,Jakarta Timur,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,22:20,5,1,5,0,0,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Angin Kencang menyebabkan pohon tumbang,
71,1/13/2013,Bencana Kebakaran,Masyarakat,10:25,Jl. Agur II Blok U  No.03,3,18,Penggilingan,Cakung,Jakarta Timur,Motor,KD,Kendaraan,Rumah Tinggal,BP,Bangunan Perumahan,BR,Bangunan Rendah,LN,Lain,Percikan Api,10:30,5,13,65,0,0,30,300,0,0,0,0,1,-,-,1,-,0,0,250000000,"Sedang memperbaiki motor, lalu dinyalakan timbul api, menyambar bensin yang berceceran, api membesar menyambar mobil, sehingga sebagian garasi mobil terbakar",
72,1/13/2013,Bencana Kebakaran,Masyarakat,10:00,Jl. Pisangan Timur  No.25,7,2,Pisangan Timur,Pulogadung,Jakarta Timur,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,10:05,5,1,5,0,0,15,50,0,0,0,0,1,-,-,-,-,0,0,2000000,"Hubungan singkat di atas plafon, api membesar sehingga membakar sebagian rumah tinggal",
73,1/13/2013,Bencana Kebakaran,Masyarakat,10:55,JL. Raya Tanjung Barat NO 11A,11,8,Pasar Minggu,Pasar Minggu,Jakarta Selatan,Tabung Gas,LN,Lain-Lain,,,,,,LN,Lain,Gas,10:55,0,1,5,0,0,20,,0,0,0,0,-,-,-,-,1,0,0,200000,"Tabung Gas Sedang Digunakan Tiba Tiba ,Selang Bocor Sehingga Tabung Terbakar",
74,1/13/2013,Pertolongan Gawat Darurat (Ambulan Transportasi).,Masyarakat,8:35,JL. Angke  Raya Jembatan Genit,,,Jelambar,Grogol Petamburan,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,8:35,0,1,5,0,0,55,,0,0,0,0,-,-,-,-,1,0,0,NA,"Akibat angin kencang dan hujan yang terus menerus, sehingga satu pohon tumbang",
75,1/14/2013,Bencana Kebakaran,Masyarakat,5:30,Jl. Pantai Indah Kapuk Utara 2,,,Pluit,Penjaringan,Jakarta Utara,Rumah Tinggal,BP,Bangunan Perumahan,Kulkas,LN,Lain-Lain,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,5:40,10,2,10,0,0,30,16,0,0,0,0,1,-,-,-,1,0,0,10000000,Hubungan singkat pada kabel kulkas timbul api menyambar dinding sehingga sebagian dapur dan kulkas terbakar,
76,1/14/2013,Bencana Kebakaran,Masyarakat,1:00,Jl. Tol Ring Road T.B. Simatupang,,,Bambu Apus,Cipayung,Jakarta Timur,Mobil Opel Blazer,KD,Kendaraan,,,,,,LS,Listrik,Arus Pendek Listrik,1:05,5,2,10,0,0,26,,0,0,0,0,-,-,-,1,-,0,0,95000000,"Hubungan singkat pada selang karburator, timbul api sehingga mobil terbakar",
77,1/15/2013,Bencana Kebakaran,Petugas Pemadam,22:45,Jl. Keamanan / Keagungan,2,8,Keagungan,Tamansari,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,22:50,5,25,125,0,3,25,"1,020",0,1,0,0,10,3,-,-,-,13,65,700000000,"Diduga dari hubungan arus pendek listrik diatas plapon di lantai 2, sehingga terjadi kebakaran.",Bapak Nurohman (Karu Umit DK.351 )
78,1/15/2013,Bencana Kebakaran,Masyarakat,15:00,Jl. MSD No. 58,1,1,Cipete Selatan,Cilandak,Jakarta Selatan,Gedung Studio Duta Bangsa,BU,Bangunan Umum dan Perdagangan,"Motor, Mobil, Dan Sepeda",KD,Kendaraan,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,15:05,5,14,70,0,1,0,400,0,0,0,0,-,1,-,10,-,0,0,1000000000,"Diduga hubungan arus pendek listrik di atas plapon ruang montir, api mengenai motor dan mobil di bawahnya",
79,1/15/2013,Bencana Kebakaran,Masyarakat,4:05,Jl. Pemuda No. 62,,,Rawamangun,Pulogadung,Jakarta Timur,Show Room,BU,Bangunan Umum dan Perdagangan,,,,BM,Bangunan Menengah,LS,Listrik,Arus Pendek Listrik,4:09,4,8,40,0,1,5,60,0,0,0,0,-,1,-,-,-,0,0,200000000,"Diduga akibat arus pendek yang terjadi pada MCB, kemudian membesar sehingga membakar Show Room ASCO PRIMA MOBILINDO",
80,1/15/2013,Bencana Kebakaran,Petugas Pemadam,16:00,Jl. Tambora III Gg.7,3,4,Tambora,Tambora,Jakarta Barat,Rumah Tinggal,BP,Bangunan Perumahan,,,,BR,Bangunan Rendah,LS,Listrik,Arus Pendek Listrik,16:05,5,23,115,0,2,0,60,0,0,0,0,7,-,-,-,-,10,60,1100000000,Diduga hubungan arus pendek listrik di atas plapon hingga terjadi kebakaran,
81,1/15/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,10:55,Jl. Kebon Jeruk 17,12,8,Maphar,Tamansari,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,11:00,5,2,10,0,3,40,,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat hujan deras dan angin kencang sehingga pohon tumbang dan menimpa warung pinggir kali,
82,1/15/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,9:00,Jl. Kedoya Utara,12,8,Kedoya Utara,Kebun Jeruk,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,9:05,5,2,10,0,4,0,,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat hujan deras dan angin kencang sehingga pohon tumbang ke jalan,
83,1/15/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,8:55,Jl. Kota Bambu,3,5,Palmerah,Palmerah,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,9:00,5,1,5,0,2,55,,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat hujan deras dan angin kencang sehingga pohon tumbang dan melintang di jalan,
84,1/15/2013,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat,8:55,Jl. Semangka Jatipulo,2,6,Palmerah,Palmerah,Jakarta Barat,Pohon Tumbang,LN,Lain-Lain,,,,,,LN,Lain,Hujan Deras Angin Kencang,9:00,5,1,5,0,2,50,,0,0,0,0,-,-,-,-,1,0,0,NA,Akibat hujan deras dan angin kencang sehingga pohon tumbang dan melintang di jalan,
85,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,17:00,Bukit Duri,,10,Bukit Duri,Tebet,Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,17:06,6,3,15,0,9,0,,0,0,0,0,-,-,-,-,1,0,20,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,"Ketinggian air ± 3m, 3 Perahu Karet"
86,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:40,Gg. Arus,8/9/2014,1/2/2014,Cawang,Kramat Jati,Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,13:45,5,5,25,0,12,15,,0,0,0,0,-,-,-,-,1,0,0,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,"3 Perahu Karet, 1 Lighting Rescue, 1 Komando"
87,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,20:35,Gg. Setiawan,7,7,Cililitan,Kramat Jati,Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,20:40,5,2,10,0,3,35,,0,0,0,0,-,-,-,-,1,0,0,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,2 Perahu Karet
88,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,11:50,Jl. Daan Mogot,6,,Grogol,Grogol Petamburan,Jakarta Barat,Evakuasi Orang Tenggelam,LN,Lain-Lain,,,,,,LN,Lain,Terpeleset,11:55,5,1,4,0,1,9,,0,0,1,0,-,-,-,-,1,0,0,NA,Bermain tali di pinggir kali dan terjatuh hingga terbawa arus deras sehingga tenggelam,"Korban Meninggal, Anjar, 12Th"
89,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,15:25,Jl. Kalimalang,4,4,Cipinang Melayu,Makasar,Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,15:30,5,1,5,0,8,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,1 Perahu Karet
90,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,10:00,Jl. Kampung Pulo,,,Kampung Melayu,Jatinegara,Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,10:05,5,3,15,0,15,50,,0,0,0,0,-,-,-,-,1,0,0,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,3 Perahu Karet
91,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,11:50,Jl. Kebon Pala,7,,Makasar,Makasar,Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,11:55,5,1,5,0,3,25,,0,0,0,0,-,-,-,-,1,0,0,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,1 Perahu Karet
92,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat,22:00,Jl. Komplek Zeni AD,3,3,Rawajati,Pancoran,Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,22:10,10,2,20,0,1,59,,0,0,0,0,-,-,-,-,1,0,8,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,"Ketinggian Air +/- 3m,1 Perahu Karet"
93,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:55,Jl. Masjid Al Makmur,5 dan 6,8,Pejaten Timur,Pasar Minggu,Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,14:01,6,2,20,0,8,5,,0,0,0,0,-,-,-,-,1,200,800,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,"Ketinggian Air +/- 3m, 2 Perahu Karet"
94,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,13:55,Jl. Perum Ulujami Indah,9,7,Ulujami,Pesanggrahan,Jakarta Selatan,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,14:06,11,1,5,0,4,4,,0,0,0,0,-,-,-,-,1,6,20,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah dan peralatan pramuka di MTs 13,"Ketinggian Air +/- 1m, 1 Perahu Karet"
95,1/15/2013,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,20:30,Jl. Tanjung Lengkong,3,3,Bidara Cina,Jatinegara,Jakarta Timur,Evakuasi Banjir,LN,Lain-Lain,,,,,,LN,Lain,Evakuasi Korban Banjir,20:35,5,3,15,0,5,30,,0,0,0,0,-,-,-,-,1,0,0,NA,Evakuasi korban banjir yang masih terjebak di dalam rumah,3 Perahu Karet
